id	links	xcoord_p	ycoord_p
126042	3	1794984.33347000000	781473.37084000000
126043	1	1794986.08774000000	722379.20917300000
126044	1	1794986.30624000000	620533.44304800000
126045	2	1794988.20354000000	691184.80437000000
126046	2	1794988.42008000000	751401.27514400000
126047	1	1794989.26555000000	665109.91918400000
126048	1	1794990.43385000000	730843.56133800000
126049	1	1794990.55984000000	664878.57975200000
126050	3	1794991.80360000000	699721.08782200000
126051	4	1794994.01357000000	664515.17956000000
126052	3	1794994.83247000000	519220.31726300000
126053	1	1794997.15825000000	706004.59264400000
126054	3	1794997.43122000000	681788.02920000000
126055	3	1794998.74585000000	708541.04163900000
126056	1	1794998.83279000000	746288.06293000000
126057	3	1794999.02308000000	710458.28025900000
126058	3	1794999.04506000000	742634.50298000000
126059	1	1794999.29670000000	518342.36167000000
126060	1	1795001.60903000000	693727.10899700000
126061	1	1795002.69367000000	581794.02708900000
126062	1	1795002.95516000000	781281.29018700000
126063	3	1795004.46992000000	665675.41575600000
126064	2	1795005.01158000000	615403.82207400000
126065	1	1795005.07096000000	731229.04678800000
126066	3	1795006.22122000000	597701.83713700000
126067	3	1795007.00961000000	673559.23725900000
126068	3	1795008.33539000000	581477.62516300000
126069	2	1795008.50534000000	616076.26233000000
126070	3	1795009.98861000000	694407.49969600000
126071	3	1795010.00632000000	731025.80506800000
126072	3	1795011.59687000000	580404.07219200000
126073	3	1795011.74779000000	691087.03160000000
126074	3	1795013.01288000000	617994.00849500000
126075	3	1795013.25828000000	729519.56792300000
126076	2	1795013.91051000000	721839.57442500000
126077	1	1795015.67560000000	690803.71228400000
126078	3	1795016.43216000000	699760.32363600000
126079	1	1795017.45086000000	581246.91302600000
126080	1	1795017.67297000000	621147.47331600000
126081	3	1795018.23137000000	730256.92570100000
126082	2	1795019.54961000000	690689.84112100000
126083	3	1795019.61162000000	686059.48456800000
126084	4	1795019.67658000000	619867.72948500000
126085	1	1795020.61293000000	708746.10389300000
126086	3	1795021.48891000000	721719.05859000000
126087	2	1795021.78156000000	616228.08223600000
126088	3	1795023.77106000000	802143.05259700000
126089	2	1795024.71955000000	616090.39517600000
126090	1	1795024.90787000000	725492.33713300000
126091	3	1795025.94100000000	710478.63782900000
126092	1	1795026.38916000000	624394.24471000000
126093	1	1795026.51810000000	730565.99627700000
126094	2	1795026.78516000000	689707.52910900000
126095	2	1795027.01810000000	673718.96528600000
126096	3	1795027.44100000000	733299.75787000000
126097	1	1795027.87768000000	612490.79312300000
126098	1	1795028.90556000000	676757.72889300000
126099	3	1795029.20609000000	745554.45350400000
126100	2	1795031.33305000000	724690.70717400000
126101	1	1795031.41114000000	729688.25032900000
126102	3	1795031.42098000000	748677.79535500000
126103	1	1795031.52990000000	712120.82089700000
126104	1	1795033.10142000000	676429.07075800000
126105	3	1795034.25955000000	765581.85144200000
126106	1	1795035.40128000000	748494.41416000000
126107	3	1795036.57517000000	734194.63239200000
126108	3	1795037.27595000000	690694.69872300000
126109	1	1795037.51283000000	682120.06298500000
126110	2	1795037.52202000000	722024.43986900000
126111	3	1795037.65194000000	666151.11788900000
126112	2	1795039.80449000000	774445.03155000000
126113	1	1795040.30908000000	705247.43438100000
126114	1	1795040.78120000000	663990.34858800000
126115	2	1795041.74117000000	691973.14432900000
126116	1	1795042.73624000000	632094.41697400000
126117	3	1795044.35041000000	802277.97129100000
126118	1	1795044.62436000000	681339.30732900000
126119	1	1795044.89798000000	719064.93988300000
126120	3	1795046.66078000000	540614.04120800000
126121	3	1795046.92488000000	633196.08832700000
126122	3	1795047.23295000000	704794.31258400000
126123	3	1795048.05546000000	700784.77204700000
126124	3	1795048.76445000000	603815.23140600000
126125	2	1795048.79299000000	665727.10823800000
126126	4	1795048.83466000000	712280.57024900000
126127	3	1795049.23065000000	692014.79942900000
126128	3	1795050.60007000000	718855.07645700000
126129	1	1795051.57251000000	815911.05327700000
126130	3	1795051.63682000000	612238.14730300000
126131	1	1795052.32612000000	714643.26729500000
126132	1	1795052.48754000000	730209.39167500000
126133	2	1795054.66699000000	693053.29899300000
126134	4	1795057.35203000000	673855.79604900000
126135	3	1795057.78739000000	718669.36423000000
126136	1	1795058.40058000000	752713.81418600000
126137	3	1795059.28838000000	751394.89097100000
126138	3	1795063.88942000000	694677.23439300000
126139	3	1795064.39598000000	786462.75554600000
126140	3	1795065.12334000000	731018.85396700000
126141	1	1795067.50818000000	662898.72774000000
126142	3	1795068.64302000000	637310.20083300000
126143	3	1795070.66762000000	752396.00839100000
126144	3	1795070.81591000000	734189.79283500000
126145	3	1795071.06296000000	620279.10661500000
126146	1	1795071.83527000000	752101.10642200000
126147	1	1795072.89104000000	765335.37326000000
126148	3	1795073.92056000000	722554.09071300000
126149	3	1795074.78310000000	632241.16175900000
126150	3	1795075.54556000000	665668.36983900000
126151	4	1795075.72437000000	601805.64454600000
126152	1	1795077.55966000000	699539.20892100000
126153	3	1795078.44483000000	694779.41168200000
126154	1	1795078.71452000000	704413.85402700000
126155	3	1795078.79227000000	670947.29268000000
126156	1	1795079.05868000000	712539.19834100000
126157	2	1795079.55113000000	721753.46042400000
126158	3	1795079.80900000000	734572.00368500000
126159	3	1795079.90054000000	734587.22740700000
126160	2	1795080.02488000000	802479.98925900000
126161	2	1795080.26766000000	603013.19167200000
126162	4	1795080.39332000000	757432.34280600000
126163	3	1795080.41727000000	734628.59477900000
126164	1	1795080.80014000000	753101.24615400000
126165	3	1795081.45369000000	734756.34124200000
126166	1	1795082.13413000000	666944.79281100000
126167	2	1795083.30342000000	835270.78293000000
126168	3	1795084.35952000000	735016.79347700000
126169	3	1795085.13642000000	617379.68984100000
126170	3	1795086.49337000000	671157.39823100000
126171	2	1795088.77815000000	802381.30244900000
126172	1	1795091.49336000000	552530.32019700000
126173	3	1795092.01764000000	663449.60590300000
126174	3	1795092.03372000000	730417.99198000000
126175	3	1795092.05931000000	690708.60059800000
126176	1	1795092.51666000000	719321.81010400000
126177	1	1795093.76928000000	564261.93256000000
126178	1	1795094.56094000000	792618.85215800000
126179	4	1795095.22662000000	616147.55549500000
126180	1	1795095.95858000000	690822.09413700000
126181	3	1795098.07242000000	620525.16156900000
126182	2	1795098.37721000000	717356.19986200000
126183	3	1795099.33423000000	607543.22624700000
126184	1	1795099.88442000000	752582.49981600000
126185	1	1795100.07865000000	598371.74327700000
126186	3	1795101.34308000000	745667.54120500000
126187	3	1795103.16788000000	724700.53491100000
126188	1	1795103.23711000000	666347.30680100000
126189	1	1795103.98711000000	786646.54258000000
126190	1	1795105.13540000000	690608.90525900000
126191	1	1795105.25908000000	638040.69707600000
126192	3	1795107.50514000000	633396.93602200000
126193	1	1795107.64589000000	690982.20503800000
126194	2	1795108.80698000000	724658.46872200000
126195	1	1795109.62095000000	815620.42295200000
126196	1	1795110.06879000000	695000.63007200000
126197	3	1795111.35061000000	691107.94494400000
126198	3	1795111.35914000000	706322.61792600000
126199	2	1795111.98151000000	616207.02355200000
126200	3	1795112.23086000000	604128.90696000000
126201	2	1795114.41195000000	616163.98722000000
126202	3	1795116.12258000000	835580.73080100000
126203	3	1795116.38898000000	792339.37043300000
126204	1	1795117.18787000000	694400.56762300000
126205	3	1795118.00283000000	752392.08254600000
126206	1	1795118.67605000000	625353.41011400000
126207	3	1795118.91555000000	690715.72033400000
126208	2	1795120.20820000000	747156.78757000000
126209	2	1795124.01233000000	690358.92216300000
126210	3	1795124.21902000000	607387.86894600000
126211	4	1795124.24067000000	620810.27221900000
126212	4	1795124.24067000000	620810.27221900000
126213	4	1795124.31121000000	752906.70422000000
126214	2	1795125.59927000000	685667.00077300000
126215	2	1795127.77971000000	690718.31448900000
126216	3	1795128.90700000000	745711.72517200000
126217	2	1795129.00018000000	624789.09956300000
126218	3	1795133.27609000000	594076.38146100000
126219	3	1795133.45489000000	681481.41367200000
126220	3	1795134.10811000000	705425.58724000000
126221	4	1795134.14289000000	616181.73980900000
126222	1	1795134.56152000000	786575.85932200000
126223	3	1795134.63731000000	598572.74320300000
126224	3	1795137.28888000000	716699.00990300000
126225	3	1795137.33382000000	664695.01614200000
126226	1	1795137.33645000000	579781.17350300000
126227	3	1795137.75968000000	717490.33312400000
126228	3	1795138.11860000000	614018.05975400000
126229	1	1795142.53723000000	618166.31195600000
126230	3	1795142.61367000000	706305.88206700000
126231	1	1795142.81839000000	601466.69870200000
126232	1	1795143.25507000000	742758.74059200000
126233	1	1795143.31314000000	693572.36389900000
126234	1	1795143.74556000000	621777.81424700000
126235	2	1795147.91910000000	717486.96239500000
126236	3	1795148.30952000000	670682.77877300000
126237	2	1795148.35283000000	607960.24017600000
126238	3	1795148.54181000000	581294.11306300000
126239	2	1795148.73833000000	716821.06543300000
126240	2	1795149.64351000000	716837.93875900000
126241	2	1795151.38859000000	716905.44420200000
126242	4	1795151.88727000000	745750.31039600000
126243	2	1795152.47487000000	716952.43393700000
126244	1	1795153.20748000000	743745.62707000000
126245	2	1795153.72585000000	716625.76890800000
126246	3	1795154.87119000000	664397.38976900000
126247	3	1795156.38989000000	733282.76479300000
126248	3	1795156.42499000000	604502.92786500000
126249	2	1795156.84035000000	716698.23037700000
126250	4	1795157.15203000000	621144.32076400000
126251	3	1795157.80852000000	717483.26227200000
126252	1	1795161.37708000000	663692.43514200000
126253	1	1795161.85444000000	744560.08771100000
126254	3	1795163.12347000000	597669.45892100000
126255	1	1795164.36658000000	693640.41396000000
126256	2	1795165.19072000000	552554.69875700000
126257	2	1795165.20155000000	616071.02119900000
126258	3	1795166.50535000000	716924.54915000000
126259	4	1795166.66841000000	716951.68689100000
126260	2	1795166.73206000000	716962.27709300000
126261	1	1795167.15004000000	706018.46367900000
126262	3	1795167.32950000000	716972.53330600000
126263	1	1795167.33704000000	628854.77319000000
126264	3	1795167.47812000000	752388.14423300000
126265	3	1795167.94236000000	691110.58371800000
126266	2	1795168.33147000000	689165.90191200000
126267	1	1795168.57359000000	670035.32304700000
126268	2	1795168.62083000000	610177.37813100000
126269	3	1795168.85476000000	690726.67274000000
126270	1	1795169.93054000000	693941.87956400000
126271	3	1795170.36493000000	687182.16112900000
126272	2	1795173.02929000000	725495.74887100000
126273	1	1795173.26813000000	694676.24653400000
126274	2	1795174.18513000000	716820.58151000000
126275	1	1795174.26616000000	724543.23109100000
126276	2	1795174.81439000000	716836.13266000000
126277	3	1795175.11918000000	730475.41115600000
126278	1	1795175.23434000000	824815.02497000000
126279	3	1795175.50566000000	696432.60785100000
126280	3	1795175.59031000000	716697.78680800000
126281	2	1795177.35540000000	716902.30969300000
126282	1	1795177.42692000000	695904.39270000000
126283	3	1795178.03715000000	731005.26705200000
126284	3	1795178.63099000000	580429.87758600000
126285	3	1795179.22416000000	702764.09387500000
126286	3	1795179.25106000000	617160.04658000000
126287	2	1795179.25697000000	716951.28039600000
126288	1	1795180.01747000000	690978.12991500000
126289	1	1795180.06766000000	702949.09317700000
126290	2	1795181.35309000000	728439.28432300000
126291	4	1795181.46005000000	715088.95538000000
126292	1	1795181.74187000000	742349.10197600000
126293	3	1795182.32750000000	734746.46757500000
126294	3	1795183.16838000000	729498.35700800000
126295	1	1795183.96103000000	704177.24951400000
126296	1	1795184.21168000000	518321.40206600000
126297	3	1795184.39213000000	604727.13312600000
126298	2	1795185.30551000000	707077.74896200000
126299	1	1795186.87638000000	690602.12607300000
126300	1	1795188.14376000000	746038.36592200000
126301	3	1795191.01318000000	608213.81119200000
126302	3	1795194.80320000000	619846.49297900000
126303	3	1795195.26415000000	587619.22114700000
126304	1	1795195.66179000000	601847.28586700000
126305	1	1795195.92393000000	729704.80180500000
126306	3	1795196.02826000000	604828.99119000000
126307	1	1795196.36323000000	731203.07374300000
126308	2	1795196.69427000000	795733.79179400000
126309	3	1795196.93607000000	674046.57749200000
126310	3	1795197.29663000000	745824.83616600000
126311	3	1795198.37242000000	731002.82808000000
126312	2	1795198.77989000000	724299.49568600000
126313	3	1795199.03580000000	752385.63734900000
126314	1	1795201.62635000000	662348.55233100000
126315	1	1795202.80023000000	730848.57215500000
126316	1	1795202.87241000000	618500.85787500000
126317	3	1795202.94065000000	690732.09431700000
126318	4	1795204.13257000000	693029.56544400000
126319	1	1795206.30088000000	718821.37540900000
126320	1	1795206.55974000000	598994.25121900000
126321	3	1795207.05711000000	671485.30636700000
126322	1	1795207.43703000000	594600.46407400000
126323	3	1795209.73263000000	689228.20362400000
126324	1	1795212.80513000000	694250.73294900000
126325	3	1795212.86451000000	624567.20007300000
126326	1	1795212.96819000000	788323.30300600000
126327	3	1795213.78544000000	691109.31567600000
126328	4	1795213.90716000000	724722.04372600000
126329	3	1795217.85630000000	745861.44993800000
126330	1	1795219.41765000000	690841.54062100000
126331	1	1795219.81955000000	752593.69303500000
126332	3	1795220.82972000000	696435.64491800000
126333	3	1795223.34809000000	835444.04308200000
126334	2	1795223.75196000000	751379.33850800000
126335	3	1795223.96816000000	510426.43590100000
126336	3	1795223.96816000000	510426.43590100000
126337	3	1795225.39762000000	730999.68701000000
126338	3	1795225.45405000000	621508.60415600000
126339	1	1795227.26048000000	690495.31690400000
126340	3	1795229.15287000000	601196.47188000000
126341	1	1795229.52163000000	691274.03581900000
126342	3	1795230.46421000000	606987.79559900000
126343	1	1795232.18796000000	582994.25762800000
126344	3	1795232.44321000000	593653.85081000000
